,C0,C0s,C1,C1s,C1_p1,C1_p1s,C1_p2,C1_p2s,C1_p3,C1_p3s,C1_p4,C1_p4s,C1_p5,C1_p5s,C1_p6,C1_p6s,C1_p7,C1_p7s,C1_p8,C1_p8s,C1_p9,C1_p9s,C1_p10,C1_p10s
gene_869,59,M,73.964,MH,73.964,MH,73.964,MH,16.33,L,73.964,MH,73.964,MH,73.964,MH,73.964,MH,73.964,MH,73.964,MH,73.964,MH
gene_870,45,M,0.719,L,0.719,L,0.719,L,0.719,L,0.719,L,62.904,M,0.719,L,83.655,H,71.661,MH,78.144,MH,0.719,L
gene_871,46,M,28.062,LM,13.552,L,28.062,LM,28.062,LM,11.836,L,28.062,LM,28.062,LM,28.062,LM,67.927,M,28.062,LM,28.062,LM
gene_872,40,M,82.334,H,82.334,H,82.334,H,82.334,H,82.334,H,82.334,H,82.334,H,82.334,H,82.334,H,18.239,L,82.334,H
gene_873,51,M,5.374,L,5.374,L,5.374,L,5.374,L,83.573,H,5.374,L,5.374,L,5.374,L,5.374,L,5.374,L,5.374,L
gene_874,59,M,5.734,L,25.782,LM,5.734,L,5.734,L,5.734,L,5.734,L,5.734,L,5.734,L,5.734,L,5.734,L,20.453,LM
gene_875,57,M,96.397,H,96.397,H,96.397,H,25.077,LM,96.397,H,15.545,L,96.397,H,96.397,H,96.397,H,96.397,H,96.397,H
gene_876,48,M,47.991,M,97.99,H,47.991,M,74.259,MH,47.991,M,83.768,H,47.991,M,47.991,M,47.991,M,0.718,L,47.991,M
gene_877,31,M,93.017,H,25.731,LM,93.017,H,93.017,H,93.017,H,93.017,H,93.017,H,93.017,H,93.017,H,75.398,MH,93.017,H
gene_878,66,M,4.175,L,23.705,LM,97.738,H,27.082,LM,4.175,L,4.175,L,4.175,L,4.175,L,4.175,L,4.175,L,28.714,LM
gene_879,46,M,12.038,L,12.038,L,12.038,L,54.387,M,12.038,L,12.038,L,12.038,L,12.038,L,12.038,L,12.038,L,49.607,M
gene_880,45,M,21.853,LM,71.865,MH,21.853,LM,21.853,LM,21.853,LM,21.853,LM,43.456,M,21.853,LM,21.853,LM,21.853,LM,21.853,LM
gene_881,30,M,8.055,L,78.406,MH,8.055,L,8.055,L,72.704,MH,20.812,LM,8.055,L,8.055,L,8.055,L,8.055,L,22.008,LM
gene_882,35,M,98.516,H,98.516,H,98.516,H,98.516,H,98.516,H,98.516,H,16.322,L,98.516,H,98.516,H,98.516,H,98.516,H
gene_883,64,M,41.489,M,41.489,M,13.72,L,41.489,M,41.489,M,41.489,M,41.489,M,41.489,M,41.489,M,96.136,H,41.489,M
gene_884,50,M,80.662,H,80.662,H,72.319,MH,80.662,H,80.662,H,80.662,H,80.662,H,57.973,M,80.662,H,80.662,H,11.495,L
gene_885,59,M,97.499,H,97.499,H,97.499,H,97.499,H,97.499,H,20.749,LM,97.499,H,97.499,H,97.499,H,38.351,M,97.499,H
gene_886,35,M,8.925,L,8.925,L,8.925,L,8.925,L,8.925,L,75.822,MH,8.925,L,8.925,L,8.925,L,51.889,M,92.433,H
gene_887,43,M,82.785,H,82.785,H,82.785,H,11.585,L,22.907,LM,70.63,MH,75.707,MH,62.098,M,82.785,H,82.785,H,82.785,H
gene_888,63,M,10.654,L,10.654,L,10.654,L,10.654,L,10.654,L,10.654,L,10.654,L,10.654,L,10.654,L,27.024,LM,78.111,MH
gene_889,62,M,1.46,L,1.46,L,38.742,M,1.46,L,74.359,MH,1.46,L,84.771,H,1.46,L,1.46,L,1.46,L,1.46,L
gene_890,39,M,95.543,H,30.445,M,95.543,H,95.543,H,95.543,H,95.543,H,70.845,MH,95.543,H,95.543,H,27.882,LM,27.103,LM
gene_891,30,M,96.414,H,96.414,H,72.673,MH,96.414,H,26.418,LM,96.414,H,96.414,H,96.414,H,20.261,LM,96.414,H,96.414,H
gene_892,62,M,8.224,L,8.224,L,8.224,L,8.224,L,8.224,L,75.54,MH,8.224,L,71.607,MH,8.224,L,8.224,L,88.571,H
gene_893,36,M,94.352,H,78.65,MH,94.352,H,94.352,H,94.352,H,94.352,H,94.352,H,25.631,LM,0.668,L,94.352,H,94.352,H
gene_894,61,M,24.513,LM,76.779,MH,74.289,MH,24.513,LM,24.513,LM,24.513,LM,24.513,LM,32.049,M,73.97,MH,24.513,LM,24.513,LM
gene_895,57,M,10.257,L,10.257,L,10.257,L,10.257,L,10.257,L,10.257,L,10.257,L,10.257,L,95.014,H,10.257,L,10.257,L
gene_896,36,M,87.45,H,63.692,M,87.45,H,87.45,H,77.266,MH,87.45,H,20.101,LM,87.45,H,87.45,H,87.45,H,28.827,LM
gene_897,33,M,9.717,L,9.717,L,9.717,L,9.717,L,9.717,L,9.717,L,55.735,M,37.145,M,9.717,L,9.717,L,46.764,M
gene_898,67,M,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H,90.131,H
gene_899,53,M,97.586,H,97.586,H,25.088,LM,97.586,H,97.586,H,97.586,H,97.586,H,97.586,H,97.586,H,97.586,H,97.586,H
gene_900,12,L,76.563,MH,76.563,MH,76.563,MH,76.563,MH,32.194,M,76.563,MH,76.563,MH,76.563,MH,76.563,MH,25.185,LM,76.563,MH
gene_901,9,L,17.031,L,98.109,H,17.031,L,36.583,M,17.031,L,73.957,MH,17.031,L,17.031,L,17.031,L,17.031,L,17.031,L
gene_902,3,L,42.642,M,73.89,MH,42.642,M,42.642,M,42.642,M,42.642,M,42.642,M,42.642,M,42.642,M,42.642,M,42.642,M
gene_903,12,L,24.92,LM,70.337,MH,5.205,L,24.92,LM,24.92,LM,24.92,LM,24.92,LM,24.92,LM,78.991,MH,24.92,LM,24.92,LM
gene_904,5,L,4.601,L,4.601,L,4.601,L,76.628,MH,22.902,LM,4.601,L,4.601,L,4.601,L,4.601,L,4.601,L,4.601,L
gene_905,16,L,21.372,LM,72.547,MH,70.693,MH,21.372,LM,21.372,LM,41.09,M,21.372,LM,21.372,LM,21.372,LM,84.887,H,21.372,LM
gene_906,14,L,76.997,MH,4.57,L,76.997,MH,54.299,M,76.997,MH,76.997,MH,76.997,MH,88.557,H,40.148,M,76.997,MH,76.997,MH
gene_907,0,L,72.553,MH,72.553,MH,72.553,MH,72.553,MH,9.394,L,2.749,L,72.553,MH,72.553,MH,72.553,MH,72.553,MH,72.553,MH
gene_908,18,L,73.363,MH,73.363,MH,73.363,MH,73.363,MH,52.284,M,73.363,MH,73.363,MH,73.363,MH,73.363,MH,73.363,MH,73.363,MH
gene_909,0,L,82.862,H,82.862,H,62.242,M,82.862,H,82.862,H,82.862,H,82.862,H,1.138,L,82.862,H,71.661,MH,18.363,L
gene_910,1,L,26.235,LM,26.235,LM,26.235,LM,26.235,LM,26.235,LM,26.235,LM,26.235,LM,92.733,H,26.235,LM,26.235,LM,26.235,LM
gene_911,5,L,21.232,LM,42.662,M,21.232,LM,21.232,LM,41.095,M,21.232,LM,21.232,LM,52.37,M,21.232,LM,21.232,LM,21.232,LM
gene_912,3,L,89.791,H,89.791,H,9.96,L,89.791,H,89.791,H,89.791,H,89.791,H,89.791,H,89.791,H,89.791,H,89.791,H
gene_913,4,L,34.906,M,34.906,M,34.906,M,77.55,MH,94.781,H,34.906,M,34.906,M,34.906,M,34.906,M,34.906,M,34.906,M
gene_914,7,L,15.53,L,15.53,L,15.53,L,15.53,L,15.53,L,15.53,L,15.53,L,15.53,L,15.53,L,15.53,L,20.356,LM
gene_915,14,L,3.272,L,89.532,H,3.272,L,3.272,L,3.272,L,3.272,L,3.272,L,3.272,L,3.272,L,3.272,L,72.474,MH
gene_916,8,L,27.319,LM,27.319,LM,27.319,LM,27.319,LM,27.319,LM,27.319,LM,27.319,LM,27.319,LM,89.409,H,93.582,H,27.319,LM
gene_917,5,L,78.868,MH,78.868,MH,78.868,MH,78.868,MH,78.868,MH,78.868,MH,91.076,H,78.868,MH,78.868,MH,78.868,MH,18.685,L
gene_918,9,L,95.865,H,95.865,H,95.865,H,95.865,H,95.865,H,95.865,H,74.763,MH,95.865,H,95.865,H,95.865,H,95.865,H
gene_919,7,L,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H,85.026,H
gene_920,6,L,71.042,MH,71.042,MH,71.042,MH,71.042,MH,24.106,LM,71.042,MH,17.61,L,71.042,MH,71.042,MH,71.042,MH,71.042,MH
gene_921,18,L,22.187,LM,41.519,M,22.187,LM,9.452,L,77.186,MH,22.187,LM,22.187,LM,90.904,H,22.187,LM,22.187,LM,22.187,LM
gene_922,11,L,26.925,LM,26.925,LM,26.925,LM,26.925,LM,72.064,MH,26.925,LM,26.925,LM,26.925,LM,26.925,LM,62.345,M,26.925,LM
gene_923,19,L,14.719,L,25.844,LM,14.719,L,14.719,L,14.719,L,14.719,L,47.276,M,14.719,L,14.719,L,14.719,L,14.719,L
gene_924,15,L,10.589,L,10.589,L,78.236,MH,10.589,L,10.589,L,10.589,L,10.589,L,10.589,L,10.589,L,10.589,L,10.589,L
gene_925,11,L,86.64,H,86.64,H,86.64,H,86.64,H,86.64,H,86.64,H,86.64,H,86.64,H,86.64,H,32.019,M,18.911,L
gene_926,5,L,78.697,MH,78.697,MH,78.697,MH,15.813,L,78.697,MH,78.697,MH,78.697,MH,78.697,MH,78.697,MH,78.697,MH,78.697,MH
gene_927,13,L,40.537,M,40.537,M,40.537,M,40.537,M,40.537,M,40.537,M,40.537,M,26.494,LM,24.725,LM,40.537,M,10.309,L
gene_928,9,L,28.278,LM,28.278,LM,28.278,LM,62.373,M,28.278,LM,37.107,M,28.278,LM,28.278,LM,28.278,LM,28.278,LM,28.278,LM
gene_929,14,L,99.619,H,45.755,M,23.804,LM,99.619,H,20.254,LM,4.932,L,99.619,H,99.619,H,99.619,H,76.672,MH,99.619,H
gene_930,8,L,28.962,LM,28.962,LM,9.547,L,28.962,LM,75.949,MH,28.962,LM,28.962,LM,28.962,LM,28.962,LM,6.885,L,88.182,H
gene_931,9,L,20.07,LM,20.07,LM,72.66,MH,20.07,LM,20.07,LM,20.07,LM,20.07,LM,20.07,LM,20.07,LM,20.07,LM,20.07,LM
gene_932,0,L,22.041,LM,53.266,M,22.041,LM,22.041,LM,22.041,LM,22.041,LM,22.041,LM,22.041,LM,22.041,LM,81.441,H,22.041,LM
gene_933,14,L,17.71,L,17.71,L,17.71,L,17.71,L,74.892,MH,17.71,L,17.71,L,17.71,L,87.924,H,17.71,L,90.115,H
gene_934,0,L,13.465,L,13.465,L,74.88,MH,13.465,L,74.326,MH,20.522,LM,13.465,L,13.465,L,13.465,L,87.518,H,13.465,L
gene_935,13,L,78.34,MH,78.34,MH,78.34,MH,28.47,LM,78.34,MH,78.34,MH,78.34,MH,78.34,MH,78.34,MH,78.34,MH,78.34,MH
gene_936,11,L,25.705,LM,25.705,LM,25.705,LM,10.057,L,25.705,LM,25.705,LM,25.705,LM,25.705,LM,25.705,LM,77.497,MH,25.705,LM
gene_937,15,L,83.985,H,40.784,M,83.985,H,83.985,H,83.985,H,83.985,H,83.985,H,83.985,H,20.756,LM,83.985,H,83.985,H
gene_938,5,L,53.139,M,53.139,M,53.139,M,70.192,MH,53.139,M,53.139,M,53.139,M,53.139,M,53.139,M,53.139,M,53.139,M
gene_939,13,L,77.322,MH,68.217,M,77.322,MH,77.322,MH,21.862,LM,77.322,MH,77.322,MH,5.97,L,77.322,MH,12.866,L,77.322,MH
gene_940,4,L,22.322,LM,22.322,LM,22.322,LM,94.352,H,22.322,LM,22.322,LM,22.322,LM,22.322,LM,22.322,LM,22.322,LM,22.322,LM
gene_941,10,L,92.136,H,92.136,H,92.136,H,92.136,H,92.136,H,92.136,H,92.136,H,92.136,H,92.136,H,22.529,LM,92.136,H
gene_942,6,L,78.009,MH,78.009,MH,78.009,MH,78.009,MH,20.554,LM,78.009,MH,78.009,MH,78.009,MH,65.028,M,78.009,MH,94.216,H
gene_943,19,L,74.938,MH,96.301,H,74.938,MH,48.434,M,74.938,MH,74.938,MH,14.32,L,10.635,L,74.938,MH,74.938,MH,74.938,MH
gene_944,19,L,78.701,MH,78.701,MH,78.701,MH,78.701,MH,18.747,L,78.701,MH,78.701,MH,78.701,MH,83.584,H,78.701,MH,78.701,MH
gene_945,4,L,26.778,LM,26.778,LM,26.778,LM,26.778,LM,26.778,LM,8.859,L,93.491,H,26.778,LM,26.778,LM,26.778,LM,26.778,LM
gene_946,11,L,8.624,L,95.891,H,8.624,L,8.624,L,73.469,MH,8.624,L,8.624,L,85.443,H,8.624,L,8.624,L,57.284,M
gene_947,6,L,47.536,M,47.536,M,47.536,M,47.536,M,20.975,LM,6.777,L,47.536,M,94.807,H,47.536,M,25.17,LM,47.536,M
gene_948,19,L,23.013,LM,80.965,H,23.013,LM,5.236,L,23.013,LM,23.013,LM,23.013,LM,23.013,LM,23.013,LM,73.747,MH,23.013,LM
gene_949,18,L,23.287,LM,23.287,LM,6.565,L,99.439,H,23.287,LM,23.287,LM,23.287,LM,23.287,LM,23.287,LM,75.627,MH,74.322,MH
gene_950,11,L,20.15,LM,20.15,LM,20.15,LM,71.692,MH,20.15,LM,20.15,LM,57.574,M,32.243,M,20.15,LM,20.15,LM,20.15,LM
gene_951,14,L,74.319,MH,74.319,MH,74.319,MH,74.319,MH,74.319,MH,74.319,MH,74.319,MH,83.554,H,74.319,MH,74.319,MH,30.042,M
gene_952,13,L,13.725,L,13.725,L,13.725,L,13.725,L,58.113,M,13.725,L,73.611,MH,13.725,L,13.725,L,13.725,L,13.725,L
gene_953,7,L,25.73,LM,25.73,LM,25.73,LM,25.73,LM,25.73,LM,25.73,LM,25.73,LM,25.73,LM,75.982,MH,47.123,M,25.73,LM
gene_954,18,L,13.773,L,13.773,L,13.773,L,13.773,L,13.773,L,13.773,L,13.773,L,13.773,L,13.773,L,13.773,L,35.376,M
gene_955,17,L,28.288,LM,28.288,LM,28.288,LM,28.288,LM,28.288,LM,28.288,LM,28.288,LM,28.288,LM,36.689,M,78.005,MH,32.955,M
gene_956,6,L,20.133,LM,20.133,LM,20.133,LM,20.133,LM,68.562,M,77.125,MH,20.133,LM,20.133,LM,20.133,LM,20.133,LM,20.133,LM
gene_957,14,L,3.576,L,86.78,H,3.576,L,24.62,LM,70.17,MH,3.576,L,3.576,L,3.576,L,3.576,L,3.576,L,3.576,L
gene_958,0,L,23.72,LM,75.883,MH,4.931,L,87.323,H,23.72,LM,23.72,LM,23.72,LM,23.72,LM,7.677,L,10.134,L,23.72,LM
gene_959,16,L,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH,71.385,MH
gene_960,11,L,68.978,M,68.978,M,68.978,M,68.978,M,71.308,MH,68.978,M,68.978,M,68.978,M,68.978,M,68.978,M,68.978,M
gene_961,19,L,26.631,LM,26.631,LM,83.908,H,76.031,MH,26.631,LM,26.631,LM,26.631,LM,26.631,LM,26.631,LM,26.631,LM,26.631,LM
gene_962,7,L,21.932,LM,21.932,LM,21.932,LM,21.932,LM,21.932,LM,21.932,LM,17.309,L,21.932,LM,53.06,M,21.932,LM,21.932,LM
gene_963,12,L,98.654,H,98.654,H,98.654,H,75.363,MH,98.654,H,98.654,H,62.987,M,71.835,MH,98.654,H,25.864,LM,98.654,H
gene_964,6,L,0.042,L,0.042,L,0.042,L,35.678,M,0.042,L,0.042,L,76.677,MH,0.042,L,0.042,L,0.042,L,0.042,L
gene_965,15,L,14.228,L,14.228,L,14.228,L,14.228,L,14.228,L,14.228,L,14.228,L,93.46,H,14.228,L,14.228,L,14.228,L
gene_966,12,L,83.084,H,59.421,M,83.084,H,83.084,H,83.084,H,83.084,H,83.084,H,27.166,LM,15.014,L,83.084,H,83.084,H
gene_967,19,L,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H,85.132,H
gene_968,0,L,8.002,L,8.002,L,24.53,LM,8.002,L,8.002,L,8.002,L,8.002,L,98.978,H,8.002,L,8.002,L,70.768,MH
gene_969,2,L,46.549,M,46.549,M,84.418,H,46.549,M,74.739,MH,46.549,M,46.549,M,94.001,H,46.549,M,46.549,M,76.698,MH
gene_970,0,L,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M,39.781,M
gene_971,2,L,72.272,MH,72.272,MH,44.548,M,22.247,LM,72.272,MH,20.879,LM,72.272,MH,72.272,MH,72.272,MH,72.272,MH,72.272,MH
gene_972,18,L,75.471,MH,75.471,MH,75.471,MH,75.471,MH,75.471,MH,75.471,MH,75.471,MH,75.471,MH,75.471,MH,75.471,MH,3.074,L
gene_973,18,L,98.746,H,98.746,H,98.746,H,98.746,H,71.034,MH,98.746,H,98.746,H,98.746,H,20.103,LM,98.746,H,73.554,MH
gene_974,9,L,49.583,M,49.583,M,49.583,M,10.943,L,73.731,MH,49.583,M,49.583,M,49.583,M,49.583,M,49.583,M,49.583,M
gene_975,18,L,58.509,M,58.509,M,58.509,M,58.509,M,58.509,M,8.184,L,96.514,H,86.724,H,20.735,LM,58.509,M,84.36,H
gene_976,16,L,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM,26.501,LM
gene_977,15,L,7.875,L,7.875,L,7.875,L,7.875,L,7.875,L,45.497,M,7.875,L,7.875,L,7.875,L,7.875,L,86.399,H
gene_978,14,L,95.967,H,95.967,H,95.967,H,95.967,H,95.967,H,32.04,M,28.956,LM,4.515,L,95.967,H,95.967,H,95.967,H
gene_979,3,L,20.229,LM,20.229,LM,20.229,LM,20.229,LM,20.229,LM,20.229,LM,20.229,LM,20.229,LM,75.872,MH,20.229,LM,77.328,MH
gene_980,10,L,61.581,M,61.581,M,70.519,MH,61.581,M,61.581,M,3.439,L,61.581,M,61.581,M,61.581,M,61.581,M,61.581,M
gene_981,8,L,6.644,L,72.057,MH,6.644,L,6.644,L,6.644,L,6.644,L,6.644,L,6.644,L,6.644,L,6.644,L,6.644,L
gene_982,18,L,47.351,M,47.351,M,47.351,M,47.351,M,90.728,H,47.351,M,77.147,MH,47.351,M,47.351,M,22.333,LM,47.351,M
gene_983,3,L,26.331,LM,26.331,LM,26.331,LM,26.331,LM,26.331,LM,26.331,LM,26.331,LM,70.148,MH,26.331,LM,26.331,LM,78.035,MH
gene_984,3,L,37.216,M,37.216,M,37.216,M,37.216,M,37.216,M,6.281,L,37.216,M,94.673,H,37.216,M,16.17,L,71.591,MH
gene_985,13,L,30.975,M,30.975,M,30.975,M,9.914,L,16.539,L,30.975,M,30.975,M,21.859,LM,30.975,M,86.699,H,30.975,M
gene_986,3,L,72.771,MH,68.929,M,72.771,MH,72.771,MH,85.659,H,72.771,MH,72.771,MH,72.771,MH,72.771,MH,72.771,MH,72.771,MH
gene_987,2,L,81.948,H,81.948,H,81.948,H,81.948,H,81.948,H,81.948,H,81.948,H,81.948,H,81.948,H,81.948,H,20.99,LM
gene_988,10,L,24.078,LM,24.078,LM,24.078,LM,24.078,LM,24.078,LM,24.078,LM,24.078,LM,24.078,LM,24.078,LM,24.078,LM,72.71,MH
gene_989,15,L,98.68,H,98.68,H,28.295,LM,98.68,H,10.622,L,53.686,M,98.68,H,98.68,H,98.68,H,98.68,H,98.68,H
gene_990,12,L,73.962,MH,73.962,MH,73.962,MH,25.546,LM,73.962,MH,73.962,MH,44.064,M,73.962,MH,73.962,MH,73.962,MH,26.091,LM
gene_991,15,L,21.391,LM,21.391,LM,21.391,LM,81.233,H,21.391,LM,21.391,LM,92.89,H,21.391,LM,21.391,LM,21.391,LM,21.391,LM
gene_992,5,L,27.608,LM,27.608,LM,27.608,LM,27.608,LM,27.608,LM,27.608,LM,27.608,LM,27.608,LM,27.608,LM,98.239,H,27.608,LM
gene_993,5,L,57.669,M,57.669,M,9.44,L,57.669,M,8.5,L,57.669,M,57.669,M,57.669,M,57.669,M,57.669,M,57.669,M
gene_994,8,L,28.927,LM,28.927,LM,28.927,LM,28.927,LM,28.927,LM,28.927,LM,28.927,LM,28.927,LM,28.927,LM,98.326,H,28.927,LM
gene_995,19,L,23.247,LM,23.247,LM,23.247,LM,23.247,LM,70.069,MH,23.247,LM,23.247,LM,23.247,LM,23.247,LM,23.247,LM,23.247,LM
gene_996,14,L,45.36,M,45.36,M,45.36,M,45.36,M,45.36,M,45.36,M,45.36,M,45.36,M,16.589,L,99.037,H,45.36,M
gene_997,18,L,64.935,M,64.935,M,64.935,M,64.935,M,77.092,MH,64.935,M,84.694,H,64.935,M,64.935,M,64.935,M,77.411,MH
gene_998,10,L,97.884,H,70.434,MH,26.128,LM,52.687,M,97.884,H,97.884,H,97.884,H,97.884,H,97.884,H,97.884,H,97.884,H
gene_999,11,L,35.671,M,35.671,M,35.671,M,35.671,M,35.671,M,35.671,M,35.671,M,8.825,L,35.671,M,35.671,M,35.671,M
